rowid,publication_year,author_keywords
8206,2018,tilt angle
8206,2018,simulation
8207,2018,quantum foundations
8207,2018,nonlinear evolution
8207,2018,collapse models
8207,2018,superluminal signaling
8208,2018,autonomic neuropathy
8208,2018,glucose variability
8208,2018,continuous glucose monitoring
8208,2018,type 1 diabetes
8208,2018,cardiovascular reflex tests
8209,2018,factor H-related-4A
8209,2018,factor H-related-4B
8209,2018,factor H
8209,2018,factor H-related proteins
8209,2018,CFHR4 gene
8209,2018,the complement system
8210,2018,Shape memory alloys
8210,2018,Martensitic transformation
8210,2018,Asymmetry during cooling and heating
8210,2018,DSC
8210,2018,Acoustic and magnetic emission noise
8211,2018,Hadron-Hadron scattering (experiments)
8211,2018,Supersymmetry
8212,2018,Renal allograft rejection
8212,2018,end-stage renal disease
8212,2018,hemidesmosoma
8212,2018,mycophenolate mofetil
8212,2018,prednisone
8212,2018,skin lesion
8213,2018,acquired haemophilia A
8213,2018,activated prothrombin complex concentrate
8213,2018,bleeding tendency
8213,2018,prophylaxis
8214,2018,Acute ischemic stroke
8214,2018,outcome
8214,2018,monocyte chemoattractant protein-1
8214,2018,high-sensitivity troponin t-S100B
8215,2018,actors analysis
8215,2018,institutional economics
8215,2018,cluster development
8215,2018,decision making
8215,2018,MACTOR model
8215,2018,strategic planning
8216,2018,x-ray
8216,2018,hard x-ray
8216,2018,gamma ray
8216,2018,x-ray astronomy
8216,2018,gamma-ray astronomy
8216,2018,microcalorimeter
8217,2018,Lie algebra
8217,2018,Moduli space
8217,2018,Deformation
8217,2018,Similar matrices
8217,2018,Bilinear form
8217,2018,Projective orbifold
8218,2018,attitudes toward psychiatry
8218,2018,interest in psychiatry
8218,2018,professional preference
8218,2018,multivariable modeling
8218,2018,curriculum-related experience
8218,2018,gender
8218,2018,medical school
8218,2018,study year
8219,2018,CMS
8219,2018,Physics
8219,2018,Supersymmetry
8220,2018,Exercise
8220,2018,Cardiorespiratory fitness
8220,2018,Muscular fitness
8220,2018,Health
8220,2018,Body composition
8221,2018,black hole physics
8221,2018,gravitational waves
8221,2018,scattering
8221,2018,binaries: general
8221,2018,galaxies: active
8221,2018,galaxies: nuclei
8222,2018,Energy metabolism
8222,2018,Mitochondria
8222,2018,Glycolysis
8222,2018,Glutamine
8222,2018,Autophagy
8223,2018,reading disability
8223,2018,RD
8223,2018,dyslexia
8223,2018,comorbidity
8223,2018,internalizing disorder
8223,2018,externalizing disorder
8224,2018,Hadron-Hadron scattering (experiments)
8224,2018,Supersymmetry
8224,2018,Lepton production
8225,2018,City strategy
8225,2018,Sustainable city
8225,2018,Resilience
8225,2018,Ecological Network Analysis
8225,2018,Urban planning
8226,2018,functional connectivity
8226,2018,multifractal
8226,2018,self-organized criticality
8226,2018,near-infrared spectroscopy
8226,2018,brain
8227,2018,Anti-C1q antibody
8227,2018,Leukocytoclastic vasculitis
8227,2018,Renal biopsy
8227,2018,Rituximab
8227,2018,Urticaria
8228,2018,Helioseismology
8228,2018,F mode
8228,2018,Solar interior
8228,2018,Solar atmosphere
8228,2018,Magnetic field
8228,2018,MHD
8229,2018,Cephalometry
8229,2018,Planning Techniques
8229,2018,Computer-Generated 3D Imaging
8229,2018,Cone-Beam Computerized Tomography
8229,2018,Dimensional Measurement Accuracy
8230,2018,44/290 patients
8230,2018,craniospinal malformations
8230,2018,fetopathological and pathological examinations
8230,2018,prenatal ultrasound
8231,2018,Copper poisoning
8231,2018,Copper uptake
8231,2018,TXRF
8231,2018,Metal transport
8232,2018,Apoptosis
8232,2018,Cancer
8232,2018,Cytotoxicity
8232,2018,Cytostasis
8232,2018,DNA damage
8232,2018,Chelator
8233,2018,Capillary
8233,2018,rotational
8233,2018,cone-plate
8233,2018,storage
8233,2018,reproducibility
8233,2018,temperature
8234,2018,Felis silvestris catus
8234,2018,Felis s
8234,2018,silvestris
8234,2018,Diet
8234,2018,Feeding habits
8234,2018,Latitudinal gradient
8234,2018,Trophic niche
8235,2018,Diophantine equations
8235,2018,arithmetic progressions
8235,2018,elliptic curves
8236,2018,Normal pregnancy
8236,2018,haemorheology
8236,2018,red blood cell aggregation
8236,2018,red blood cell deformability
8237,2018,affective
8237,2018,bipolar disorder
8237,2018,suicide
8237,2018,temperaments
8237,2018,TEMPS-A
8238,2017,Agaricomycetes
8238,2017,Basidiomycota
8238,2017,Cortinarius violaceipes
8238,2017,DNA ribosomal sequences
8238,2017,spore size and shape
8238,2017,taxonomy
8239,2017,Higgs
8239,2017,Exotic spin
8239,2017,Anomalous coupling
8240,2017,gravitational waves
8240,2017,methods: data analysis
8240,2017,stars: neutron
8241,2017,Adsorption
8241,2017,Microfluidic IMER
8241,2017,Peptide mapping
8241,2017,Trypsin immobilization
8242,2017,conductive education
8242,2017,conventional physiotherapy
8242,2017,gait analysis
8242,2017,poststroke rehabilitation
8243,2017,Hypertension
8243,2017,Pacing
8243,2017,AV Delay
8243,2017,Isolated Systolic Hypertension
8244,2017,Continuous flow
8244,2017,Nitrogen heterocycles
8244,2017,Heterogeneous catalysis
8244,2017,Hydrogenation
8244,2017,Alkylation
8245,2017,Education
8245,2017,Post-graduate training
8245,2017,Geriatric medicine
8245,2017,Training standards
8245,2017,European
8246,2017,-sheet proteins
8246,2017,disorder-order transitions
8246,2017,NMR spectroscopy
8246,2017,partial unfolding
8246,2017,protein aggregation
8247,2017,problematic online video gaming
8247,2017,Internet gaming disorder
8247,2017,gaming time
8247,2017,psychiatric symptoms
8247,2017,gaming motives
8248,2017,Complex stochastic partial differential equations
8248,2017,covariance functions
8248,2017,discrete Fourier transforms
8248,2017,measurement errors
8248,2017,spatio-temporal processes
8248,2017,prediction (kriging)
8248,2017,frequency variogram
8249,2017,Swept-source OCT
8249,2017,Conjunctival lymphangiectasia
8249,2017,Virchow-Robin space
8250,2017,gravitational waves
8250,2017,stars: neutron
8251,2017,Machiavellianism
8251,2017,Gender
8251,2017,Opportunism
8251,2017,Anxiety
8251,2017,Dark Triad
8251,2017,HEXACO
8251,2017,TCI
8252,2017,CEACAM6
8252,2017,gastric carcinoma
8252,2017,overall survival
8252,2017,metastasis
8252,2017,chemotherapeutics
8253,2017,Sea-floor topography
8253,2017,Submarine high
8253,2017,Radiolarite
8253,2017,Phosphorite
8253,2017,Diversity peak
8253,2017,Neotethys margin
8254,2017,GSSP
8254,2017,Jurassic
8254,2017,Triassic
8254,2017,Kuhjoch
8254,2017,Faulting
8254,2017,Folding
8255,2017,adult sex ratio
8255,2017,certainty of paternity
8255,2017,density
8255,2017,Geotrupidae
8255,2017,Lethrus
8255,2017,mate guarding
8255,2017,parental care
8255,2017,parental roles
8255,2017,sperm competition
8256,2017,Spectral synthesis
8256,2017,exponential monomial
8256,2017,residually finite-dimensional
8257,2017,Aerogel
8257,2017,Toxicology
8257,2017,Time-lapse imaging
8257,2017,Cellular migration
8257,2017,Cell motility
8257,2017,Fluorescence labeling
8258,2017,CMS
8258,2017,Physics
8258,2017,Top quark
8259,2017,acute lymphoblastic leukaemia
8259,2017,childhood
8259,2017,deprivation
8259,2017,epidemiology
8259,2017,incidence
8259,2017,leukaemia
8259,2017,prognosis
8259,2017,socioeconomic status
8259,2017,survival
8260,2017,Cherry tomatoes
8260,2017,Lycopene
8260,2017,Antioxidant activity
8260,2017,Extraction eluents
8260,2017,Sum of ranking differences
8261,2017,narcissism
8261,2017,psychopathy
8261,2017,Machiavellianism
8261,2017,Dark Triad
8261,2017,life history theory
8261,2017,future consequences
8262,2017,implant dentistry
8262,2017,bone drilling
8262,2017,irrigation
8262,2017,cooled irrigation fluid
8262,2017,guided surgery
8262,2017,temperature
8263,2017,Implant
8263,2017,Ti alloy foam
8263,2017,Compressive strain
8263,2017,Wear
8264,2017,atrial fibrillation
8264,2017,catheter ablation
8264,2017,cryoballoon
8264,2017,health economics
8264,2017,pulmonary vein isolation
8265,2017,non-covalent interaction
8265,2017,focal-point analysis of interaction energies
8265,2017,ion-aromatic-ring interaction
8265,2017,natural bond orbital analysis
8266,2017,Silica nanospheres
8266,2017,DTPA
8266,2017,Manganese(II) chelate
8266,2017,Nanoparticulate MRI contrast agent
8267,2017,Quality of Life
8267,2017,QoL
8267,2017,ADHD
8267,2017,categorical classification approach
8267,2017,dimensional classification approach
8267,2017,self-report
8267,2017,parent report
8268,2017,left ventricular hypertrophy
8268,2017,pressure unloading
8268,2017,reverse electrical remodeling
8269,2017,Frontometaphyseal dysplasia
8269,2017,keloid
8269,2017,locus heterogeneity
8269,2017,scoliosis
8269,2017,TAB2
8269,2017,TAK1
8270,2017,Scarf II potential
8270,2017,Analytical solutions
8270,2017,Radial potentials
8270,2017,S-matrix
8270,2017,Bound states
8270,2017,Resonances
8271,2017,cervical cancer
8271,2017,neoantigens
8271,2017,human papillomavirus
8271,2017,master regulators
8271,2017,immunotherapy
8272,2017,probabilistic forecast
8272,2017,claims reserving
8272,2017,probability scores
8272,2017,multilevel Monte Carlo
8272,2017,comparison framework
8273,2017,MALDI-TOF/MS
8273,2017,outer membrane protein
8273,2017,colistin resistance
8274,2017,Severe asthma
8274,2017,clustering
8274,2017,sputum eosinophilia
8274,2017,partition-around-medoids algorithm
8275,2017,Booster
8275,2017,children
8275,2017,chronic pain
8275,2017,cognitive behavioural therapy
8275,2017,inpatient pain management
8276,2017,neurodegeneration
8276,2017,p62
8276,2017,polyglutamine
8276,2017,protein aggregation disease
8276,2017,spinocerebellar ataxia
8277,2017,EBER1
8277,2017,EBV
8277,2017,interferon-alpha
8277,2017,Sjogren's syndrome
8277,2017,TRAF6
8278,2017,Tata
8278,2017,Stone tools
8278,2017,Techno-typology
8278,2017,Function
8278,2017,Form
8278,2017,Microlithism
8279,2017,Aerobic capacity
8279,2017,Upper-muscular strength
8279,2017,Lower-muscular strength
8279,2017,Anthropometry
8279,2017,Body fat
8279,2017,Selective attention
8280,2017,Spirodela polyrhiza
8280,2017,Turion
8280,2017,Dormancy and after-ripening
8280,2017,Chlorophyll fluorescence
8280,2017,O-2-evolution
8280,2017,Photosynthetic pigment content
8281,2017,Staphylococcus aureus
8281,2017,nasal carriage
8281,2017,antibiotic resistance
8281,2017,CA-MRSA
8282,2017,2nd Hungarian National Growth Study
8282,2017,adolescents
8282,2017,obesity
8282,2017,body composition
8282,2017,body shape
8282,2017,physical self-concept
8283,2017,osteosarcoma
8283,2017,methotrexate
8283,2017,toxicity
8283,2017,SNP
8283,2017,Bayesian network-based Bayesian multilevel analysis of relevance (BN-BMLA)
8284,2017,Pseudomonas aeruginosa
8284,2017,Vaccination
8284,2017,Immunity
8284,2017,Immunocompromised host
8284,2017,Bacterial infections
8284,2017,Mortality
8285,2017,Acute graft-versus-host disease
8285,2017,acute myeloid leukemia
8285,2017,allogeneic hematopoietic stem cell transplantation
8285,2017,JAK2 46/1 haplotype
8286,2017,Pituitary
8286,2017,Parathyroid
8286,2017,Adrenal cortex
8286,2017,Tumor
8286,2017,MEN1
8286,2017,MicroRNA
8287,2017,Protein microarray
8287,2017,Cell binding
8287,2017,Autonomous polymer microfluidics
8287,2017,Immune complex
8287,2017,Antibody detection
8287,2017,U937
8288,2017,Media analysis
8288,2017,Online journals
8288,2017,New psychoactive substances
8288,2017,Public health professionals
8288,2017,Journalists
8289,2017,Agro-ecological suitability
8289,2017,Archeobotanical reconstruction
8289,2017,Great Hungarian Plain
8289,2017,Hydroclimatic impact on society
8289,2017,LIA
8289,2017,Lowland society
8289,2017,Late medieval climate change
8290,2017,eccentric exercise
8290,2017,muscle damage
8290,2017,biomarker
8290,2017,actin
8290,2017,gelsolin
8290,2017,exercise
8291,2017,Academic Motivation Scale (AMS)
8291,2017,Confirmatory factor analysis (CFA)
8291,2017,Exploratory structural equation modeling (ESEM)
8291,2017,Measurement invariance
8291,2017,Temporal stability
8292,2017,CBF autoregulation
8292,2017,in vitro studies
8292,2017,subarachnoid hemorrhage
8292,2017,traumatic brain injury
8292,2017,vascular injury
8293,2017,Edge effect
8293,2017,Functional diversity
8293,2017,Functional-phylogenetic diversity
8293,2017,Functional traits
8293,2017,Phylogenetic diversity
8293,2017,Phylogenetic relatedness
8293,2017,Rao's quadratic entropy
8294,2017,Alzheimer's disease
8294,2017,amyloid-beta
8294,2017,cognitive impairment
8294,2017,dementia with Lewy bodies
8294,2017,Parkinson's disease with dementia
8294,2017,RPT6
8294,2017,tau
8294,2017,ubiquitin proteasome system
8295,2017,Topoisomerase I
8295,2017,quinoxaline
8295,2017,antiproliferative
8295,2017,topotecan
8295,2017,aromatechin
8295,2017,indenoisoquinoline
8295,2017,docking
8295,2017,pharmacophore model
8296,2017,Chemotherapy
8296,2017,Pediatric
8296,2017,G-CSF
8296,2017,Neutropenia
8296,2017,Phase 1
8296,2017,Pharmacodynamics
8297,2017,Automorphism group
8297,2017,infinite permutation group
8297,2017,reduct
8298,2017,complementary relation
8298,2017,mind change
8298,2017,red-green register machines
8298,2017,red-green Turing machines
8298,2017,Watson-Crick T0L systems
8299,2017,amino acids
8299,2017,cysteine
8299,2017,glutathione
8299,2017,hydroxamic acids
8299,2017,lead(II)
8299,2017,peptides
8299,2017,phytochelatins
8299,2017,selectivity
8299,2017,solution equilibrium
8299,2017,speciation
8299,2017,stability constant
8299,2017,thiolate ligands
8300,2017,Pedunculopontine nucleus
8300,2017,CB1 receptor
8300,2017,Optogenetics
8300,2017,Astrocyte
8300,2017,Neuromodulation
8301,2017,AX41 magnesium alloy
8301,2017,Equal channel angular pressing routes
8301,2017,Grain size
8301,2017,Dislocation structure
8301,2017,Texture
8301,2017,Proof stress
8302,2017,Newborn
8302,2017,Congenital obstructive nephropathy
8302,2017,Unilateral ureteral obstruction
8302,2017,CKD
8302,2017,Microarray
8302,2017,"MMP-12,IL-24"
8303,2017,Furosemide
8303,2017,High cardiac output
8303,2017,Late-onset pre-eclampsia
8303,2017,Management
8304,2017,Immature red blood cells and platelets
8304,2017,platelet apoptosis
8304,2017,sepsis
8305,2016,Autism spectrum disorder
8305,2016,EHMT1
8305,2016,Targeted
8305,2016,NGS
8305,2016,Variant
8305,2016,NMD
8305,2016,DPP6
8306,2016,Dark matter
8306,2016,Hadron-Hadron scattering (experiments)
8307,2016,Direct sample preparation
8307,2016,Cathinone type synthetic drugs
8307,2016,Keto groups' oximation
8307,2016,Trimethylsilylation
8307,2016,GC/MS
8308,2016,Finsler space
8308,2016,Douglas space
8308,2016,Randers space
8308,2016,Riemannian space
8308,2016,Spaces with common geodesics
8309,2016,String processing
8309,2016,P colonies
8309,2016,Computational power
8310,2016,Factor XIII
8310,2016,Fibrinogen
8310,2016,Gender
8310,2016,Healthy volunteers
8310,2016,Polymorphism
8311,2016,zircon
8311,2016,reference material
8311,2016,SIMS
8311,2016,U-Pb geochronology
8311,2016,oxygen isotopes
8311,2016,hafnium isotopes
8311,2016,lithium isotopes
8312,2016,TRPA1
8312,2016,oligodendrocyte
8312,2016,demyelination
8312,2016,cuprizone
8312,2016,MAPK
8313,2016,Biomonitoring
8313,2016,Cement factory
8313,2016,Steel factory
8313,2016,Toxic elements
8313,2016,MP-AES
8314,2016,Palladium lodoarene
8314,2016,Carbonylation
8314,2016,Hammett constant
8314,2016,Carbon monoxide
8314,2016,Carboxamide
8315,2016,Kinetic performance
8315,2016,Column efficiency
8315,2016,UHPLC
8315,2016,Monolith column
8315,2016,Flow reversal
8316,2016,Photoredox catalysis
8316,2016,Transition metal catalysis
8316,2016,Dual catalysis
8316,2016,Cross-coupling
8316,2016,C-H activation
8317,2016,Conducting polymers
8317,2016,ferromagnetism
8317,2016,periodic Anderson model
8317,2016,phononic contributions
8318,2016,lymphangiogenesis
8318,2016,capillary rarefaction
8318,2016,chronic allograft fibrosis
8318,2016,glomerular podoplanin
8318,2016,angiotensin-converting enzyme inhibition
8319,2016,Vulnerable groups
8319,2016,Dietary patterns
8319,2016,Inequalities
8319,2016,Socio-economic status
8319,2016,Children
8320,2016,Ti-foam
8320,2016,Freeze-casting
8320,2016,Plastic deformation
8320,2016,Young's modulus
8320,2016,Yield strength
8320,2016,Dislocations
8321,2016,Flat tax system
8321,2016,Progressive tax system
8321,2016,Tax compliance
8321,2016,Work performance
8321,2016,Fairness
8321,2016,Efficiency
8322,2016,continuous positive airway pressure therapy
8322,2016,electrophysiology
8322,2016,low-resolution electromagnetic tomograph
8322,2016,obstructive sleep apnea syndrome
8322,2016,quantitative electroencephalographic
8323,2016,Enteric nervous system
8323,2016,Enteric neuropathies
8323,2016,Stem cells
8323,2016,Cell replacement therapy
8323,2016,Hirschsprung disease
8324,2016,food and drug addictions
8324,2016,commonality
8324,2016,dopamine pathways
8324,2016,reward deficiency syndrome
8324,2016,eating disorder
8325,2016,ITS
8325,2016,Taxonomy
8325,2016,Nomenclature
8325,2016,Barcoding
8325,2016,Agaricales
8325,2016,Basidiomycota
8325,2016,Molecular systematics
8326,2016,muscle mass
8326,2016,muscle strength
8326,2016,sarcopenia
8326,2016,physiotherapy
8326,2016,nutrition intervention
8326,2016,nutrition therapy
8327,2016,algae
8327,2016,ecological strategy
8327,2016,functional redundancy
8327,2016,functional strategies
8327,2016,hump-back model
8327,2016,species richness
8327,2016,unimodal curve
8328,2016,Collembola
8328,2016,Springtail
8328,2016,Podura aquatica
8328,2016,Polarization sensitivity
8328,2016,Polarotaxis
